,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,MSFT,PFE,PFE,PFE,PFE,PFE,PFE,PFE,DIS,DIS,DIS,DIS,DIS,DIS,DIS,DJIA,DJIA,DJIA,DJIA,DJIA,DJIA,DJIA
,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap,open,high,low,close,volume,trade_count,vwap
2022-02-24,152.58,162.85,152.0,650.04,141258414,1383835,158.018049,272.51,295.16,271.52,294.59,57209360,809375,285.485466,45.86,46.755,45.59,45.6128,16042976,113168,46.101152,140.0,149.57,140.0,149.4,12449572,190450,145.726019,23.78,24.02,23.65,24.02,22738,52,23.76993
2022-02-25,163.78,165.12,160.8738,659.4,87680902,768624,163.788661,295.185,297.62,291.655,297.31,31040429,489754,295.702993,45.81,48.03,45.74,47.72,30004122,176461,47.506506,149.56,150.28,147.22,149.53,9677173,125585,149.054607,24.41,24.5814,24.19,24.5814,26826,172,24.27501
2022-02-28,163.06,165.42,162.43,660.48,90547539,743310,164.274417,294.31,299.14,293.0,298.79,32985981,420204,296.569539,46.82,47.17,46.34,46.94,33849345,170565,46.812708,147.83,149.48,146.46,148.46,10443190,118442,148.079387,24.67,24.67,24.44,24.5981,4076,113,24.53506
2022-03-01,164.695,166.6,161.97,652.8,79455454,701957,164.167482,296.4,299.97,292.15,294.95,29765710,433927,295.854916,46.69,47.1368,45.44,45.75,28389358,174597,45.984163,147.86,148.146,143.779,145.7,8494450,129582,145.762479,24.78,24.78,24.22,24.2721,8225,107,24.338157
2022-03-02,164.39,167.36,162.95,666.24,76135254,631927,165.810466,295.36,301.44,293.698,300.19,30332595,497975,298.870515,46.11,47.93,46.0,47.7,35053278,202478,47.434478,146.31,148.465,145.92,147.34,7516010,110441,147.446804,24.65,24.71,24.4198,24.66,14268,123,24.555496
2022-03-03,168.47,168.91,165.55,664.92,73779442,622341,166.927454,302.89,303.13,294.05,295.92,26200571,386255,297.477721,47.68,48.585,47.48,47.83,29617414,188352,47.964999,147.31,148.65,144.45,145.57,7740742,109343,145.784567,24.77,24.78,24.56,24.5852,10576,189,24.669902
2022-03-04,164.49,165.55,162.1,652.68,80761684,710586,163.402599,294.29,295.66,287.165,289.86,31208173,513154,289.977581,47.5,48.765,47.41,48.65,31433957,195568,48.411359,144.01,144.26,139.55,140.72,12390079,198853,140.768061,24.4599,24.54,24.32,24.5252,38136,275,24.42002
2022-03-07,163.36,165.02,159.04,637.2,92893526,803961,161.40379,288.53,289.69,278.53,278.91,41736803,642285,281.667713,48.25,48.84,47.515,47.98,31556860,174838,48.075212,140.28,140.89,133.44,133.5,14056460,214088,135.392408,24.34,24.34,24.0515,24.0515,6482,168,24.273022
2022-03-08,158.82,162.88,155.8,629.76,126458822,1084485,158.771695,277.8,283.96,270.0,275.85,46348347,666110,276.566533,47.55,48.4182,46.465,47.44,30999720,196640,47.482778,133.02,135.485,129.29,131.75,15939353,227970,132.142783,24.15,24.2,23.92,23.935,10962,147,24.006107
2022-03-09,161.475,163.41,159.41,651.8,87920209,694345,161.949231,283.44,289.6,280.78,288.5,33694771,476601,286.224704,48.13,49.22,48.0,48.75,23255948,154528,48.71737,135.49,135.5,133.36,133.65,13929622,177561,134.191478,24.21,24.48,24.21,24.21,16347,138,24.334882
2022-03-10,160.2,160.39,155.98,634.08,103541308,859530,158.031294,283.02,286.6,280.58,285.59,29498289,446996,283.980042,48.305,49.29,48.05,49.2,23665924,142530,48.860728,132.43,134.2,131.62,133.64,8275952,137515,133.054532,24.145,24.365,24.145,24.3635,11721,131,24.255388
2022-03-11,158.93,159.28,154.5,618.92,94382406,847706,156.164846,287.96,289.51,279.43,280.07,26376514,402780,283.716536,49.14,50.9,48.9425,50.27,32878231,198426,50.301042,135.08,136.16,131.57,131.75,6861870,112643,133.283637,24.52,24.55,24.2185,24.2185,8452,148,24.431757
2022-03-14,151.45,154.12,150.1,602.48,105717687,936066,151.690522,280.34,285.3992,275.82,276.44,29357508,413400,279.735597,50.72,52.91,50.39,52.25,41281613,256211,52.174871,130.99,133.07,128.38,129.03,9620587,145479,129.955003,24.4195,24.5,24.205,24.2098,3910,98,24.377218
2022-03-15,150.9,155.565,150.38,620.36,91228191,701316,153.470869,280.35,287.82,278.725,287.15,33386352,489838,284.062859,52.6968,52.92,51.18,52.21,29247992,191369,52.037043,129.74,134.56,129.51,134.2,9608227,121765,133.087037,24.45,24.69,24.3106,24.6497,8931,122,24.509471
2022-03-16,157.05,160.0,154.46,638.36,98816624,793597,157.661798,289.11,294.57,283.2,294.39,36642309,506624,290.76988,52.54,53.27,52.18,52.92,28739142,200769,52.724386,135.65,138.98,134.94,138.14,10254000,143954,137.421281,24.9527,25.01,24.6887,25.0014,9223,170,24.855959
2022-03-17,158.61,161.0,157.63,642.48,73839492,609066,159.425079,293.29,295.61,289.37,295.22,29904272,416415,293.183231,52.92,54.25,52.79,54.24,30040998,179692,53.954573,137.44,139.47,136.56,139.47,6635505,102169,138.44784,25.045,25.2895,24.97,25.2895,12766,142,25.073114
2022-03-18,160.51,164.48,159.76,655.92,123092524,696321,162.599316,295.37,300.99,292.73,300.43,42681005,403872,297.951259,54.38,55.0,53.705,54.51,51327444,195788,54.316153,139.55,140.725,138.3,140.3,11113706,110008,140.069668,25.22,25.54,25.22,25.5326,10046,118,25.288341
2022-03-21,163.51,166.35,163.015,661.52,94265392,703009,164.736717,298.89,300.14,294.9,299.16,27665277,422808,297.871745,54.24,55.3,53.9,54.19,33998416,195245,54.372192,138.9,139.3,136.88,138.62,8949532,130771,138.262001,25.73,25.77,25.35,25.6299,21489,297,25.546947
2022-03-22,165.51,169.42,164.91,675.28,80412309,627260,168.227272,299.8,305.0,298.77,304.06,27194404,395630,303.129464,54.2,54.32,52.495,53.04,31871643,199357,53.027563,139.06,142.19,138.9,140.11,8365427,107157,140.645252,25.91,25.91,25.3,25.47,52090,289,25.426287
2022-03-23,167.99,172.64,167.65,680.84,96898461,771180,170.7874,300.69,303.23,297.7201,299.49,25321621,351868,300.582102,53.02,53.5,52.155,52.19,28844002,172152,52.551826,139.07,139.76,137.54,137.64,8630699,111205,138.571138,25.27,25.56,25.1701,25.232,10490,181,25.311447
2022-03-24,171.06,174.14,170.21,696.28,88989246,676433,172.263675,299.14,304.2,298.315,304.1,24010405,309489,301.847779,52.54,52.845,52.29,52.59,24901461,133590,52.578417,138.58,139.2699,137.41,138.96,5779732,88627,138.549493,25.35,25.41,25.34,25.395,22272,189,25.388556
2022-03-25,173.88,175.28,172.75,698.88,79861883,657579,174.023699,305.23,305.5,299.2855,303.68,22380012,336098,302.502535,52.74,53.25,52.51,52.78,17285349,129461,52.804764,139.28,140.38,138.12,139.14,5905284,88243,139.103876,25.92,25.92,25.22,25.3151,19199,260,25.404993
2022-03-28,172.17,175.73,172.0,702.4,168579557,1375541,174.339678,304.33,310.8,304.33,310.7,57447113,711073,308.890743,52.53,53.56,52.5,53.28,40502442,241441,53.182401,138.88,139.6274,136.2816,138.72,16035235,251959,137.859832,25.5,25.5,25.2,25.36,44515,460,25.306522
2022-03-29,176.69,179.01,176.34,715.84,100696426,777343,177.853078,313.91,315.82,309.05,315.41,30413265,423782,313.275189,54.0,54.08,52.62,52.74,39982501,212505,53.047264,140.96,144.46,140.96,142.38,11297499,147597,142.593047,25.7,25.7,25.3501,25.49,40318,396,25.473711
2022-03-30,178.55,179.61,176.7,711.08,92758154,695865,178.119257,313.76,315.95,311.58,313.86,28163555,340160,313.713418,53.2,53.7199,51.9701,52.44,48086504,301120,52.549365,141.31,143.2675,140.08,140.96,15815727,228851,141.603493,25.6,25.6,25.42,25.42,50070,418,25.460684
2022-03-31,177.84,178.03,174.4,698.44,102626094,710882,175.877573,313.9,315.14,307.89,308.31,33255433,351808,310.418896,52.0,52.875,51.74,51.77,25976302,144334,52.098207,140.14,140.88,137.11,137.16,12284640,155883,138.514158,25.6,25.6,25.33,25.35,13828,221,25.439799
2022-04-01,174.03,174.88,171.94,697.24,79064404,659177,173.413361,309.37,310.13,305.54,309.42,27035599,313495,308.048886,52.12,52.16,51.1,51.57,18994959,129913,51.413381,137.34,138.1,135.53,137.0,10323140,147762,136.941576,25.59,25.59,25.33,25.3785,19543,197,25.429644
2022-04-04,174.57,178.49,174.44,713.76,76407012,628282,177.485526,310.09,315.11,309.71,314.97,24270782,298653,313.755361,51.78,51.87,50.37,50.94,20456129,132110,50.926041,136.97,139.261,136.89,138.58,8170996,120764,138.309639,25.58,25.58,25.38,25.46,24585,262,25.441579
2022-04-05,177.5,178.3,174.415,700.24,73137249,617535,175.977573,313.27,314.865,309.87,310.88,23043424,309787,311.797558,50.81,52.15,50.75,51.24,21111471,140522,51.466249,137.74,139.2,135.13,135.62,8675404,136206,136.087965,25.46,25.55,25.41,25.4115,26348,220,25.49705
2022-04-06,172.36,173.63,170.13,686.4,81142731,763312,171.781265,305.19,307.0,296.71,299.4,35635336,544359,300.584478,51.16,53.09,51.16,52.87,31573739,176370,52.402689,133.75,133.93,130.81,132.57,11629371,179266,132.13612,25.35,25.3703,25.22,25.3419,11043,183,25.292747
2022-04-07,171.16,173.36,169.85,688.68,72664182,620303,171.781039,296.66,303.65,296.35,301.37,28561404,354844,300.879378,52.5,55.41,52.5,55.16,36118210,217004,54.590196,133.01,133.21,130.02,131.87,9792965,150640,131.459197,25.38,25.48,25.2614,25.44,13643,157,25.375639
2022-04-08,171.78,171.78,169.2,680.36,76018712,611473,170.518499,300.44,301.12,296.28,296.97,24269578,306584,298.283426,54.85,55.58,54.46,55.17,24548316,161139,55.085137,132.0,133.12,130.63,131.87,6685664,97828,132.007648,25.44,25.539,25.41,25.4952,13789,212,25.486375
2022-04-11,168.71,169.03,165.5,663.16,66162444,672623,166.772881,291.79,292.61,285.0,285.26,34543387,498729,286.83503,55.46,56.32,53.775,53.93,22001813,156925,54.393518,130.04,132.43,130.04,130.65,9892079,130961,131.090419,25.4,25.53,25.36,25.37,21892,265,25.447636
2022-04-12,168.02,169.87,166.64,670.64,78962517,673383,168.091826,289.235,290.739,280.49,282.06,30822472,432448,284.966303,53.3,53.93,52.645,53.11,22752998,144544,53.180388,131.81,133.21,130.1528,130.84,7828618,112062,131.47784,25.56,25.56,25.315,25.3215,39814,244,25.455757
2022-04-13,167.39,171.04,166.77,681.6,70321800,553562,169.6796,282.73,288.58,281.3,287.62,21775922,287849,285.821697,53.13,53.82,52.7,53.1,15701457,112551,53.106946,131.05,132.89,130.75,132.35,7653480,102261,132.248019,25.44,25.56,25.3699,25.5552,22687,186,25.497833
2022-04-14,170.62,171.27,165.04,661.16,75426541,594909,167.211381,288.09,288.305,279.32,279.83,28136691,379998,282.372072,53.4,53.9094,53.04,53.12,17189957,111905,53.326514,132.81,133.59,130.35,130.47,7272114,101490,131.280713,25.55,25.73,25.5,25.5,20330,344,25.568972
2022-04-18,163.92,166.5984,163.57,660.28,68843424,574580,164.928106,278.91,282.46,278.34,280.52,20725038,297668,280.179886,52.8301,53.11,51.63,51.84,17020967,116410,51.998777,130.07,130.22,126.82,127.77,10545254,164265,128.127018,25.3,25.33,25.2,25.29,25750,366,25.272738
2022-04-19,165.02,167.82,163.91,669.6,67566065,546660,166.54843,279.38,286.17,278.41,285.3,22221396,310834,283.747304,51.66,51.88,49.37,50.18,33381289,206223,50.410039,128.09,133.19,127.79,131.9,12741984,170315,130.802492,25.38,25.48,25.3,25.43,15415,238,25.418267
2022-04-20,168.76,168.88,166.1,668.92,67515353,590666,167.349497,289.38,289.7,285.3702,286.36,22752194,310940,286.990779,50.0,50.16,49.21,49.75,24667386,159203,49.647405,126.05,127.35,124.1104,124.57,36389677,431553,125.683134,25.545,25.59,25.5,25.51,56850,393,25.553046
2022-04-21,168.91,171.53,165.91,665.68,86895494,748146,168.808299,288.58,293.3,280.06,280.81,29295674,408092,285.602204,49.93,50.01,48.92,49.11,19008502,137449,49.280277,125.54,126.45,121.28,121.66,18631723,244216,123.598203,25.68,25.68,25.35,25.48,30226,354,25.559086
2022-04-22,166.46,167.8699,161.5,647.16,84550744,725782,164.231066,281.68,283.2,273.38,274.03,29214845,449632,277.065979,48.95,49.1,47.9,48.13,22096337,142829,48.278697,120.01,121.89,118.15,118.27,19425261,234049,119.392609,25.47,25.47,24.84,24.99,34449,579,25.194368
2022-04-25,161.12,163.17,158.46,651.52,95512656,917700,160.699275,273.29,281.11,270.77,280.72,35442972,502608,276.913262,47.85,49.19,47.12,48.95,27247030,182692,48.333143,117.66,120.33,116.75,119.95,16399737,199831,118.644134,24.69,25.05,24.66,25.05,24471,376,24.799854
2022-04-26,162.25,162.34,156.72,627.2,95152167,894577,158.608947,277.5,278.3599,270.0,270.22,46312786,698272,273.105528,48.99,50.25,48.92,49.03,25253220,174918,49.360377,119.15,119.15,115.64,115.77,16059075,202645,116.658013,25.08,25.08,24.53,24.67,28594,452,24.798734
2022-04-27,155.91,159.79,155.38,626.28,87338677,770086,157.44546,282.1,290.97,279.16,283.22,63045776,816714,285.168411,49.11,49.91,48.21,49.74,25623128,175278,49.450274,115.43,116.9,113.39,115.21,15468766,196908,115.325897,24.82,24.9,24.565,24.7,54538,403,24.786599
2022-04-28,159.25,164.515,158.93,654.56,129603996,1117438,161.860143,285.185,290.98,281.4562,289.63,33415185,443000,286.92832,50.44,50.7699,49.485,50.51,28023465,182908,50.247422,115.22,116.0,112.69,115.29,23096155,244174,114.737869,24.8,25.085,24.66,24.98,32224,210,24.986935
2022-04-29,161.84,166.2,157.25,630.6,131255205,1026986,160.720803,288.61,289.88,276.5,277.52,36577414,471884,281.528434,49.87,50.335,49.0,49.07,28225506,161645,49.316803,115.2,115.9899,111.36,111.63,16832173,197597,113.088479,25.04,25.04,24.4,24.4,33454,410,24.678795
2022-05-02,156.71,158.23,153.27,631.84,122281905,1145056,156.036188,277.71,284.94,276.22,284.47,34898045,496077,280.827908,47.68,48.76,47.46,48.34,35958200,199220,48.195095,111.71,113.6601,111.01,113.5,14205266,174137,112.298969,24.4,24.4786,24.05,24.38,69473,467,24.226732
2022-05-03,158.15,160.71,156.32,637.92,88471594,701190,158.800218,283.96,284.13,280.15,281.78,25800676,349284,281.991635,48.87,50.04,47.7,49.29,33550726,210611,49.084974,114.05,114.83,112.69,113.55,11094255,131905,113.656521,24.67,24.67,24.4,24.48,15953,239,24.543685
2022-05-04,159.67,166.48,159.26,664.08,107242919,862090,162.430777,282.59,290.86,276.73,289.98,33192926,452312,284.086647,48.89,49.87,47.91,49.66,28269347,169617,49.158707,113.37,116.44,111.83,116.19,11362516,146850,114.0123,24.74,25.1298,24.5,25.04,54782,221,24.934819
2022-05-05,163.85,164.08,154.95,627.08,129546580,1151920,158.153343,285.54,286.35,274.34,277.35,42862695,586229,277.803525,49.46,49.55,47.55,48.45,28047012,191133,48.470803,114.74,115.27,111.48,112.61,12625319,181841,112.774168,25.11,25.11,24.2,24.49,45700,429,24.591455
2022-05-06,156.01,159.44,154.18,629.12,115843516,1015159,157.32809,274.805,279.25,271.27,274.73,37489286,530917,274.94209,48.09,49.215,48.04,49.04,19743791,143056,48.773427,111.77,112.09,108.3,110.29,12438819,181043,110.249466,24.6,24.6,24.066,24.33,55481,396,24.31974
2022-05-09,154.925,155.83,151.49,608.24,120855893,1088010,153.185379,270.06,272.36,263.32,264.58,47117657,638312,266.340703,48.38,49.17,47.77,48.64,24687819,180401,48.615046,108.11,110.74,106.48,106.98,17748956,251885,107.996615,24.47,24.47,23.91,23.91,33022,415,24.128961
2022-05-10,155.52,156.74,152.93,618.04,114451685,977841,154.837895,271.69,273.75,265.07,269.5,38922178,519322,269.873054,49.04,49.9,48.685,49.49,27034109,181678,49.279921,109.835,110.7,106.1447,107.68,15554079,197143,107.947775,24.38,24.38,23.7,23.83,50831,362,24.060883
2022-05-11,153.5,155.45,145.81,586.0,142218196,1296198,149.443557,265.68,271.36,259.3,260.55,48495243,624131,263.219617,49.07,50.235,49.03,49.45,29394975,195471,49.555845,107.9,110.07,104.79,105.21,26772196,337723,106.592669,23.96,24.208,23.685,23.7,32330,284,23.931073
2022-05-12,142.77,146.19,138.8,570.24,181541470,1661511,142.06941,257.69,259.88,250.02,255.35,50655611,708752,254.769572,49.0,50.43,48.72,50.39,33047609,196824,49.789729,102.9,105.0,99.47,104.31,36206527,412614,102.761301,23.57,23.71,23.26,23.55,12300,331,23.468616
2022-05-13,144.59,148.105,143.11,588.36,105706888,913196,146.268985,257.35,263.04,255.35,261.12,34627772,447101,260.172137,50.38,50.79,49.68,49.92,22265224,147282,50.010616,105.36,107.69,105.31,107.33,16697783,195998,106.795107,23.74,23.95,23.73,23.85,24126,211,23.872095
2022-05-16,145.55,147.5199,144.18,582.16,86027547,693106,145.781771,259.955,265.82,255.78,261.5,32251596,397392,260.834674,49.87,51.05,49.87,50.67,19221138,137512,50.630094,107.46,107.62,104.85,105.18,11932490,128902,105.800086,24.08,24.1499,23.86,24.01,11769,180,23.959805
2022-05-17,148.86,149.77,146.68,596.96,71326378,599817,148.366074,266.11,268.33,262.46,266.86,25351723,339943,265.40306,50.95,51.52,50.18,51.34,19692380,145139,51.164231,107.73,108.79,106.3,108.64,11745917,136706,107.517612,24.4,24.4,24.06,24.2965,22745,204,24.209285
2022-05-18,146.85,147.3601,139.9,563.28,108715044,969888,142.703174,263.0,263.6,252.8,254.08,31048373,406871,256.447248,51.22,51.42,50.16,50.4,22053520,141577,50.636641,107.38,107.66,103.88,104.3,11716807,149051,105.374707,24.25,24.25,23.4,23.4,27921,404,23.762646
2022-05-19,139.88,141.66,136.6,549.4,135359835,1208776,138.666812,253.9,257.67,251.88,253.14,32306474,402072,254.408031,50.0,50.885,49.59,50.65,19706246,144905,50.334906,103.43,105.3,102.96,103.14,11199442,148979,103.811702,23.5,23.5,23.1,23.25,72089,434,23.247388
2022-05-20,139.09,140.7,132.61,550.36,136313104,1122772,136.395212,257.24,258.54,246.44,252.56,39253068,511101,251.547657,51.44,52.6999,51.13,52.47,30920732,206284,52.059652,104.49,104.8,100.05,102.42,15518162,195750,101.881216,23.67,23.67,22.83,23.16,80822,424,23.183278
2022-05-23,137.79,143.26,137.65,572.44,117338199,846886,141.435007,255.49,261.5,253.43,260.65,33050557,383804,258.922502,52.58,53.695,52.48,52.88,23932326,148358,53.020733,103.76,106.03,101.5611,105.83,14356416,156877,104.626446,23.16,23.29,23.09,23.15,35069,258,23.215965
2022-05-24,140.805,141.97,137.33,561.44,103517401,806070,139.410797,257.89,261.33,253.5,259.62,28841189,353655,257.872148,52.71,53.608,52.71,53.41,26550513,147977,53.197452,103.71,103.84,100.13,101.59,13888414,178413,101.358752,23.4,23.4,23.065,23.2417,28113,259,23.189955
2022-05-25,138.43,141.785,138.34,562.08,91793616,680230,140.077911,258.14,264.58,257.125,262.52,28288915,335452,260.951594,53.2,54.05,53.045,53.71,23779394,158746,53.644295,101.43,103.807,101.16,103.26,10967252,114666,102.796877,23.34,23.37,23.1701,23.34,17393,184,23.250465
2022-05-26,137.39,144.34,137.14,575.12,90366284,668096,142.390702,262.335,267.11,261.4294,265.9,24908841,296318,265.280158,54.06,54.92,53.88,53.99,23463784,146298,54.218336,104.22,106.13,103.96,105.61,11273508,117743,105.335134,23.4,23.5,23.38,23.41,29904,221,23.449279
2022-05-27,145.375,149.68,145.26,598.56,90670289,683010,148.198783,268.44,273.34,267.56,273.24,26793494,305543,271.654523,53.92,54.405,53.515,53.91,21341927,140318,53.833915,106.89,109.37,106.53,109.32,13642281,146179,108.475192,23.6,23.63,23.38,23.38,18899,193,23.549359
2022-05-31,149.07,150.66,146.84,595.36,102805726,698608,149.095862,272.53,274.77,268.93,271.87,37446413,358198,271.99437,53.32,53.495,51.94,53.04,65661240,185882,53.002525,110.0,111.235,107.91,110.44,20136359,150141,110.178088,23.58,23.59,23.41,23.59,19198,177,23.514954
2022-06-01,149.91,151.74,147.68,594.84,73719495,622664,149.374254,275.195,277.69,270.04,272.42,25054480,317504,273.326728,53.25,53.28,51.835,52.37,17228451,128682,52.327279,111.97,112.85,108.27,109.19,11755876,137132,109.948242,23.59,23.6,23.45,23.6,24083,314,23.500875
2022-06-02,147.83,151.27,146.86,604.84,71764228,567502,149.523622,264.45,274.65,261.6,274.58,43677409,526128,269.030057,52.37,52.74,51.0415,52.68,21697065,149759,52.002597,109.43,110.95,107.91,110.87,8769154,108034,109.83196,23.5325,23.6,23.43,23.53,20169,200,23.549315
2022-06-03,146.9,147.97,144.46,581.52,85982964,740514,145.810503,270.31,273.45,268.41,270.04,24743979,293165,270.372179,52.46,53.53,52.46,53.2,18525322,127749,53.193908,109.15,109.85,107.9232,108.67,6858605,92377,108.715598,23.6,23.66,23.565,23.66,13635,149,23.605477
